id,x,y,yaw
0,-41.3362,10.7032,2.43206
1,-42.5787,11.7228,2.43202
2,-44.0711,12.9401,2.43377
3,-45.4574,14.0801,2.43426
4,-46.8497,15.0846,2.43442
5,-48.2075,16.427,2.43431
6,-49.3336,17.6065,2.43371
7,-50.5837,18.7293,2.43253
8,-52.0761,19.9604,2.4333
9,-53.4153,21.1394,2.43417
10,-54.7686,22.3859,2.43568
11,-56.2138,23.6892,2.43615
12,-57.6984,25.0556,2.43684
13,-59.0856,26.2395,2.43757
14,-60.4468,27.4574,2.43861
15,-62.2057,28.9043,2.44362
16,-63.4143,29.98,2.44585
17,-65.3121,31.3754,2.448
18,-66.7202,32.7912,2.45002
19,-68.413,34.2568,2.45255
20,-69.3554,34.9825,2.45168
21,-71.1592,36.6585,2.45235
22,-72.4985,37.6048,2.45259
23,-74.1224,39.0467,2.45319
24,-75.5032,40.1381,2.45305
25,-76.9211,41.4238,2.45255
26,-78.3003,42.5416,2.45129
27,-79.8905,43.8999,2.44965
28,-81.5147,45.2537,2.44829
29,-83.0379,46.5131,2.44761
30,-84.4609,47.7794,2.44733
31,-86.0341,49.1477,2.44627
32,-87.7614,50.4867,2.44362
33,-89.082,51.6765,2.44183
34,-90.7382,53.0537,2.44071
35,-92.2157,54.4455,2.43794
36,-93.7814,55.8174,2.43783
37,-95.2038,57.0344,2.43643
38,-96.5957,58.2055,2.43225
39,-98.0858,59.5213,2.43219
40,-99.529,60.7992,2.43056
41,-100.977,62.1037,2.42934
42,-102.337,63.4378,2.42929
43,-103.896,64.7865,2.42901
44,-105.287,66.0344,2.42891
45,-106.646,67.1822,2.42913
46,-108.073,68.5668,2.42947
47,-109.537,69.8514,2.42994
48,-111.043,71.1398,2.43107
49,-112.504,72.4473,2.4323
50,-113.931,73.5832,2.4328
51,-115.444,74.8229,2.4335
52,-116.749,75.9075,2.43309
53,-118.101,77.2034,2.43214
54,-119.458,78.3562,2.4313
55,-120.826,79.7311,2.43083
56,-122.171,80.8073,2.42954
57,-123.515,82.1189,2.42913
58,-124.966,83.3697,2.42915
59,-126.213,84.5404,2.42908
60,-127.573,85.7589,2.42926
61,-129.06,87.0862,2.42916
62,-130.439,88.2809,2.42838
63,-131.797,89.5046,2.42775
64,-133.263,90.7769,2.42684
65,-134.616,92.1539,2.42662
66,-135.939,93.3191,2.42735
67,-137.307,94.5378,2.42754
68,-138.698,95.9162,2.42738
69,-140.097,97.1189,2.42676
70,-141.614,98.5219,2.42708
71,-142.986,99.8637,2.42855
72,-144.29,101.049,2.42922
73,-145.722,102.304,2.42874
74,-146.896,103.36,2.42837
75,-148.412,104.735,2.42752
76,-149.793,105.95,2.42791
77,-151.054,107.098,2.42849
78,-152.458,108.345,2.42926
79,-153.86,109.551,2.42954
80,-155.202,110.685,2.43097
81,-156.599,111.968,2.43277
82,-158.016,113.309,2.43493
83,-159.442,114.62,2.43631
84,-160.815,115.897,2.43796
85,-162.352,117.209,2.43936
86,-163.813,118.541,2.43893
87,-165.254,119.773,2.43875
88,-166.656,121.003,2.43847
89,-168.031,122.168,2.43777
90,-169.365,123.461,2.43761
91,-170.737,124.598,2.43778
92,-172.238,126.045,2.43693
93,-173.709,127.318,2.4363
94,-175.063,128.579,2.43662
95,-176.584,129.868,2.43794
96,-178.027,131.223,2.43901
97,-179.375,132.425,2.43875
98,-180.857,133.744,2.43944
99,-182.208,134.965,2.4381
100,-183.621,136.197,2.43734
101,-185.043,137.462,2.43759
102,-186.484,138.713,2.43752
103,-187.899,139.99,2.43831
104,-189.263,141.161,2.4385
105,-190.448,142.181,2.43806
106,-191.696,143.297,2.43812
107,-193.109,144.551,2.43806
108,-194.588,145.754,2.43901
109,-196.026,147.061,2.43834
110,-197.384,148.202,2.43813
111,-198.842,149.476,2.4369
112,-199.957,150.537,2.43524
113,-201.352,151.634,2.43344
114,-202.537,152.716,2.43172
115,-203.512,153.705,2.42988
116,-204.551,154.642,2.42832
117,-205.553,155.52,2.42674
118,-206.671,156.501,2.42606
119,-207.558,157.237,2.42546
120,-208.723,158.232,2.42552
121,-209.282,158.887,2.42464
122,-210.209,159.699,2.42414
123,-210.964,160.331,2.4239
124,-211.68,161.029,2.42419
125,-212.369,161.612,2.42444
126,-212.977,162.126,2.42529
127,-213.478,162.742,2.42529
128,-214.138,163.306,2.42489
129,-214.81,163.955,2.42483
130,-215.374,164.427,2.42606
131,-216.011,165.036,2.42717
132,-216.616,165.548,2.4284
133,-217.119,166,2.43005
134,-217.852,166.497,2.43206
135,-218.43,167.058,2.43427
136,-219.2,167.613,2.43564
137,-219.848,168.219,2.43672
