id,x,y,yaw
0,-42.3078,12.0051,2.43661
1,-41.2814,10.693,2.43385
2,-43.5617,13.2663,2.43616
3,-44.9912,14.2094,2.43595
4,-46.1193,15.3233,2.43752
5,-47.1186,16.197,2.43558
6,-48.9652,17.5397,2.43467
7,-50.3274,18.609,2.43397
8,-52.023,20.1587,2.43662
9,-53.2516,21.2716,2.44054
10,-54.5155,22.2649,2.44271
11,-56.1583,23.7718,2.4426
12,-57.5945,25.0167,2.44254
13,-59.0555,26.3529,2.44253
14,-60.4945,27.6084,2.44765
15,-61.8432,28.5966,2.44709
16,-63.2509,30.0932,2.45691
17,-65.2,31.5231,2.45632
18,-66.6149,32.7415,2.4561
19,-68.7868,34.6061,2.45653
20,-69.3788,35.1354,2.4567
21,-71.4538,37.0488,2.45922
22,-73.3854,38.4241,2.4621
23,-74.6453,39.4739,2.4616
24,-75.8077,40.4279,2.45922
25,-77.1049,41.5274,2.45483
26,-78.359,42.4713,2.4515
27,-80.0187,43.9993,2.44827
28,-81.7979,45.333,2.44746
29,-83.213,46.5132,2.44624
30,-84.5417,47.7197,2.44679
31,-86.2735,49.3519,2.44744
32,-87.8866,50.4612,2.443
33,-89.3166,51.5994,2.441
34,-91.1064,52.9305,2.43884
35,-92.2841,54.4646,2.43765
36,-94.0443,55.9335,2.43833
37,-95.3681,56.9941,2.43745
38,-96.4268,57.8103,2.43255
39,-98.0292,59.1567,2.42769
40,-99.276,60.4054,2.42055
41,-100.789,62.0795,2.4217
42,-102.286,63.7479,2.42561
43,-104.091,65.3785,2.4294
44,-105.162,66.2409,2.4295
45,-106.575,67.1909,2.42899
46,-107.851,68.8482,2.43128
47,-109.462,70.0217,2.43163
48,-111.031,71.4189,2.4337
49,-112.356,72.2682,2.43314
50,-113.663,73.5502,2.43245
51,-115.388,74.9326,2.43083
52,-116.82,75.693,2.4308
53,-118.04,77.0788,2.42976
54,-119.464,78.2349,2.42851
55,-120.843,79.474,2.42818
56,-121.916,80.43,2.42492
57,-123.446,82.0302,2.42618
58,-124.861,83.0673,2.42707
59,-126.261,84.3755,2.42788
60,-127.511,85.6555,2.42809
61,-129.036,86.8467,2.42701
62,-130.388,88.0643,2.42702
63,-131.751,89.301,2.42575
64,-132.536,90.0957,2.42954
65,-134.667,92.0625,2.42702
66,-135.841,92.9373,2.42648
67,-137.112,94.4032,2.42619
68,-138.633,96.0347,2.4249
69,-139.944,97.1359,2.42486
70,-141.265,98.3116,2.42458
71,-142.804,99.7514,2.42444
72,-143.961,100.66,2.42566
73,-144.466,101.176,2.42785
74,-145.171,102.284,2.4365
75,-148.367,104.767,2.4292
76,-149.679,105.828,2.42773
77,-149.988,106.22,2.42415
78,-152.333,108.391,2.42223
79,-152.909,108.743,2.42437
80,-154.803,110.377,2.43236
81,-155.871,111.656,2.43865
82,-157.428,113.009,2.44183
83,-159.199,114.421,2.442
84,-160.275,115.823,2.44478
85,-162.024,116.782,2.44389
86,-163.639,118.249,2.44293
87,-165.11,119.706,2.44294
88,-166.462,120.782,2.4383
89,-167.719,121.92,2.4381
90,-169.092,123.31,2.43576
91,-170.315,124.327,2.43977
92,-171.803,126.032,2.4362
93,-173.571,127.434,2.43722
94,-174.772,128.44,2.43922
95,-176.05,129.534,2.44376
96,-178.073,131.288,2.44661
97,-179.279,132.466,2.44542
98,-180.854,134.044,2.44466
99,-181.807,135.026,2.44213
100,-183.257,136.042,2.44194
101,-184.625,137.396,2.44255
102,-186.433,138.874,2.44296
103,-188.206,140.411,2.44273
104,-189.33,141.341,2.44381
105,-190.134,142.081,2.44523
106,-191.795,143.711,2.44014
107,-193.424,145.052,2.43867
108,-194.62,145.993,2.44182
109,-196.167,147.272,2.43977
110,-197.44,148.259,2.43919
111,-198.995,149.8,2.43851
112,-199.872,150.661,2.43599
113,-201.339,151.451,2.43645
114,-202.668,152.472,2.43586
115,-203.636,153.793,2.43283
116,-204.659,154.771,2.43059
117,-205.866,155.543,2.42801
118,-206.752,156.37,2.429
119,-207.797,157.187,2.42754
120,-208.616,158.218,2.42599
121,-209.11,158.891,2.42281
122,-210.088,159.74,2.42183
123,-210.902,160.446,2.42086
124,-211.674,161.245,2.42123
125,-212.467,161.945,2.42482
126,-213.314,162.434,2.42799
127,-213.854,163.184,2.42856
128,-214.879,164.068,2.42772
129,-215.739,164.817,2.4298
130,-216.182,165.329,2.43088
131,-216.845,165.95,2.43305
132,-217.374,166.428,2.4341
133,-218.005,166.708,2.43665
134,-218.6,166.983,2.43882
135,-219.08,167.417,2.44236
136,-219.821,168.009,2.44182
137,-220.67,168.575,2.4408
138,-221.25,169.072,2.43839
139,-221.617,169.723,2.4366
140,-222.401,170.371,2.43634
141,-223.183,171.077,2.43577
142,-223.809,171.823,2.4334
143,-224.792,172.583,2.43306
144,-225.793,173.546,2.43463
145,-226.581,174.475,2.43607
146,-227.935,174.97,2.4359
147,-228.591,176.173,2.43578
148,-229.567,177.08,2.43577
149,-231.139,178.405,2.439
150,-231.566,179.143,2.43969
151,-233.064,180.098,2.43826
152,-234.23,181.167,2.43836
153,-236.016,182.598,2.4388
154,-236.794,183.282,2.43956
155,-238.011,184.576,2.43923
156,-239.636,185.812,2.43737
157,-240.797,186.777,2.43744
158,-242.582,188.389,2.43583
159,-244.323,189.668,2.43249
160,-245.822,190.791,2.43272
161,-247.226,192.161,2.43344
162,-249.195,193.799,2.43696
163,-250.543,195.005,2.44109
164,-251.565,196.367,2.44255
165,-253.633,197.946,2.4433
166,-255.383,199.466,2.44169
167,-257.16,201.008,2.44375
168,-259.188,202.419,2.44416
169,-261.046,203.904,2.44322
170,-263.142,206.048,2.44563
171,-263.881,206.823,2.44517
172,-266.091,208.937,2.44337
173,-267.815,210.412,2.43828
174,-269.255,211.742,2.43103
175,-270.911,213.152,2.43044
176,-272.983,215.139,2.4321
177,-273.806,215.901,2.43481
178,-275.087,217.217,2.42914
179,-276.915,218.719,2.42685
180,-278.094,219.783,2.42513
181,-279.327,220.91,2.42557
182,-280.479,221.585,2.42662
183,-281.627,222.651,2.43068
184,-283.255,224.095,2.43687
185,-283.852,224.698,2.43943
186,-284.817,225.662,2.43784
187,-285.124,225.737,2.43684
188,-286.009,226.715,2.42982
189,-287.727,228.056,2.4282
190,-288.211,228.247,2.42712
191,-289.04,229.114,2.42479
192,-289.839,229.648,2.43174
193,-291.042,230.964,2.43341
194,-292.393,232.244,2.43685
195,-296.33,235.447,2.44692
196,-293.862,233.421,2.44905
197,-294.916,234.534,2.44602
198,-295.829,235.389,2.44423
199,-296.598,235.811,2.44137
