id,x,y,yaw
0,-41.1353,10.6511,2.43115
1,-42.3354,12.0053,2.43661
2,-43.4838,13.2502,2.43846
3,-44.9047,14.186,2.43577
4,-46.0343,15.296,2.43909
5,-47.0297,16.1703,2.43362
6,-48.8691,17.5067,2.43377
7,-50.2231,18.5683,2.43318
8,-51.9238,20.1211,2.43928
9,-53.1542,21.2371,2.44446
10,-54.4112,22.2238,2.44487
11,-56.0505,23.7267,2.44249
12,-57.4873,24.9738,2.44248
13,-58.9438,26.3052,2.44252
14,-60.3802,27.5591,2.45276
15,-61.7193,28.5404,2.44643
16,-63.1303,30.0355,2.46674
17,-65.0743,31.4666,2.45573
18,-66.4921,32.6835,2.45589
19,-68.6532,34.54,2.45696
20,-69.255,35.0776,2.45686
21,-71.3093,36.9728,2.46175
22,-73.248,38.357,2.46497
23,-74.5464,39.4291,2.46127
24,-75.6631,40.3522,2.45684
25,-76.9598,41.4466,2.45041
26,-78.2088,42.3919,2.44817
27,-79.8637,43.9137,2.44505
28,-81.6415,45.2496,2.44664
29,-83.0569,46.4274,2.44501
30,-84.379,47.629,2.44732
31,-86.1062,49.2576,2.4481
32,-87.7192,50.3692,2.43856
33,-89.1462,51.5013,2.43901
34,-90.9299,52.8292,2.43668
35,-92.1097,54.361,2.43646
36,-93.8603,55.8287,2.439
37,-95.1877,56.8888,2.43658
38,-96.2417,57.7006,2.42765
39,-97.8368,59.0406,2.42283
40,-99.0866,60.2909,2.41341
41,-100.593,61.9597,2.42285
42,-102.088,63.6278,2.42953
43,-103.889,65.2555,2.4332
44,-104.962,66.1185,2.42959
45,-106.367,67.0607,2.42847
46,-107.643,68.7127,2.43358
47,-109.248,69.8907,2.43197
48,-110.817,71.281,2.43576
49,-112.141,72.1335,2.43262
50,-113.443,73.4061,2.43175
51,-115.162,74.7877,2.42922
52,-116.596,75.5502,2.43076
53,-117.812,76.9266,2.42872
54,-119.231,78.0855,2.42726
55,-120.609,79.3205,2.42786
56,-121.681,80.2764,2.42166
57,-123.203,81.8689,2.42745
58,-124.619,82.9105,2.42796
59,-126.022,84.218,2.42869
60,-127.264,85.4899,2.4283
61,-128.784,86.6795,2.42592
62,-130.136,87.894,2.42702
63,-131.495,89.1283,2.42448
64,-132.28,89.9256,2.43335
65,-134.398,91.8788,2.4245
66,-135.583,92.764,2.42593
67,-136.845,94.2174,2.42591
68,-138.361,95.8491,2.4236
69,-139.673,96.949,2.42482
70,-140.99,98.1205,2.42431
71,-142.525,99.557,2.42429
72,-143.682,100.467,2.42689
73,-144.318,101.094,2.43008
74,-144.886,102.083,2.44515
75,-148.012,104.505,2.42313
76,-149.4,105.631,2.42625
77,-149.699,106.016,2.42058
78,-152.03,108.179,2.42021
79,-152.618,108.538,2.42656
80,-154.511,110.228,2.43716
81,-155.572,111.443,2.44495
82,-157.104,112.781,2.44499
83,-158.889,114.2,2.44213
84,-159.966,115.599,2.44756
85,-161.705,116.557,2.44301
86,-163.324,118.018,2.44204
87,-164.789,119.474,2.44295
88,-166.138,120.549,2.43365
89,-167.367,121.681,2.43976
90,-168.761,123.069,2.43349
91,-169.983,124.087,2.44379
92,-171.468,125.785,2.43263
93,-173.231,127.189,2.43823
94,-174.433,128.192,2.44123
95,-175.705,129.282,2.4483
96,-177.722,131.029,2.44946
97,-178.934,132.212,2.44423
98,-180.498,133.781,2.4439
99,-181.453,134.765,2.43962
100,-182.895,135.776,2.44175
101,-184.265,137.126,2.44315
102,-186.065,138.601,2.44336
103,-187.839,140.138,2.4425
104,-188.963,141.068,2.44489
105,-189.762,141.803,2.44666
106,-191.414,143.425,2.43505
107,-193.046,144.771,2.4372
108,-194.242,145.711,2.44498
109,-195.781,146.982,2.43771
110,-197.055,147.97,2.43862
111,-198.604,149.505,2.43784
112,-199.491,150.377,2.43343
113,-200.941,151.154,2.43691
114,-202.271,152.171,2.43527
115,-203.232,153.486,2.42979
116,-204.256,154.47,2.42835
117,-205.46,155.239,2.42543
118,-206.352,156.066,2.43004
119,-207.387,156.878,2.42608
120,-208.166,157.875,2.42445
121,-208.613,158.516,2.41963
122,-209.532,159.321,2.42087
123,-210.296,159.986,2.41988
124,-211.005,160.736,2.4216
125,-211.728,161.383,2.42842
126,-212.475,161.798,2.43109
127,-212.956,162.498,2.42914
128,-213.887,163.314,2.42688
129,-214.63,163.959,2.4314
130,-215.087,164.492,2.43196
131,-215.745,165.111,2.43522
132,-216.277,165.577,2.43519
133,-216.892,165.857,2.43922
134,-217.488,166.133,2.44104
135,-217.968,166.564,2.44589
136,-218.706,167.158,2.44127
137,-219.55,167.717,2.43983
138,-220.123,168.215,2.43598
139,-220.493,168.864,2.43482
140,-221.26,169.497,2.43643
141,-222.053,170.208,2.4352
142,-222.676,170.955,2.43103
143,-223.648,171.712,2.43267
144,-224.653,172.67,2.43626
145,-225.436,173.596,2.43751
146,-226.783,174.087,2.43573
147,-227.429,175.292,2.4357
148,-228.385,176.185,2.43595
149,-229.973,177.506,2.44222
150,-230.505,178.323,2.44039
151,-232.086,179.345,2.43682
152,-233.342,180.479,2.43845
153,-235.199,181.967,2.43924
154,-236.053,182.709,2.44032
155,-237.326,184.045,2.4389
156,-239.01,185.329,2.4355
157,-240.229,186.335,2.43752
158,-242.056,187.98,2.43421
159,-243.845,189.299,2.42916
160,-245.342,190.418,2.43295
161,-246.741,191.783,2.43415
162,-248.704,193.419,2.44048
163,-250.056,194.625,2.44522
164,-251.076,195.985,2.44401
165,-253.13,197.558,2.44405
166,-254.884,199.076,2.44008
167,-256.656,200.615,2.44581
168,-258.678,202.023,2.44456
169,-260.536,203.504,2.44229
170,-262.626,205.642,2.44804
171,-263.37,206.426,2.44471
172,-265.56,208.521,2.44157
173,-267.293,210.004,2.43318
174,-268.728,211.328,2.42378
175,-270.378,212.734,2.42984
176,-272.445,214.716,2.43376
177,-273.275,215.485,2.43752
178,-274.543,216.787,2.42348
179,-276.368,218.289,2.42454
180,-277.553,219.355,2.4234
181,-278.777,220.476,2.426
182,-279.927,221.151,2.42767
183,-281.072,222.21,2.43475
184,-282.695,223.653,2.44306
185,-283.299,224.261,2.44199
186,-284.253,225.215,2.43624
187,-284.554,225.294,2.43566
188,-285.439,226.261,2.4228
189,-282.792,223.334,2.43081
190,-283.823,224.497,2.43165
191,-284.315,225.05,2.43321
192,-289.161,229.146,2.44704
193,-290.451,230.485,2.44267
194,-291.818,231.788,2.44028
195,-295.738,234.979,2.45698
196,-293.316,232.988,2.45118
197,-294.309,234.05,2.44298
198,-295.246,234.926,2.44244
199,-296.013,235.347,2.43852
