id,x,y,yaw
0,-515.972,274.767,2.45637
1,-521.441,270.721,2.47728
2,-520.492,270.046,2.47501
3,-520.672,270.32,2.48434
4,-520.681,270.305,2.47937
5,-520.816,270.558,2.48257
6,-520.872,270.485,2.4782
7,-520.833,270.48,2.48245
8,-520.935,270.338,2.48158
9,-521.533,270.951,2.48543
10,-521.834,271.417,2.48654
11,-522.229,272.312,2.4802
12,-523.624,273.068,2.49733
13,-524.37,273.352,2.50079
14,-528.286,276.916,2.47773
15,-528.949,277.343,2.47402
16,-529.409,278.011,2.47195
17,-530.059,278.377,2.48114
18,-530.451,278.601,2.48059
19,-532.648,280.106,2.45902
20,-531.364,279.267,2.45218
21,-531.054,279.192,2.49103
22,-532.068,279.988,2.4882
23,-533.605,281.454,2.43531
24,-533.176,280.709,2.44563
25,-533.854,281.175,2.43467
26,-533.909,281.253,2.44836
27,-534.621,281.952,2.45
28,-535.197,282.718,2.45123
29,-534.333,282.853,2.36574
30,-535.281,283.563,2.37589
31,-536.549,284.335,2.39033
32,-537.031,285.393,2.41735
33,-538.339,286.879,2.51598
34,-541.308,288.096,2.60926
35,-540.608,287.496,2.63728
36,-544.552,292.311,2.75182
37,-551.114,297.872,2.8531
38,-556.558,297.973,3.01782
39,-558.675,298.848,3.11018
40,-559.864,298.392,-3.09356
41,-560.933,298.231,-3.0221
42,-562.477,297.923,-2.9652
43,-564.26,297.751,-2.91742
44,-565.677,297.248,-2.84791
45,-567.714,296.858,-2.77229
46,-569.392,296.386,-2.73076
47,-570.82,295.824,-2.69541
48,-572.195,295.044,-2.65815
49,-574.448,294.103,-2.62381
50,-576.169,293.321,-2.59379
51,-578.083,292.141,-2.56204
52,-579.465,291.145,-2.53989
53,-580.93,289.607,-2.5107
54,-582.314,288.6,-2.47449
55,-584.201,287.503,-2.45956
56,-585.867,286.09,-2.44067
57,-587.222,284.878,-2.41915
58,-588.705,284.012,-2.4288
59,-589.535,282.741,-2.44005
60,-592.38,280.325,-2.42601
61,-594.68,278.021,-2.42353
62,-596.744,276.996,-2.43535
63,-598.952,274.38,-2.46223
64,-601.198,272.247,-2.4804
65,-603.411,270.317,-2.4821
66,-605.541,269.101,-2.51213
67,-607.543,267.899,-2.53247
68,-609.591,266.276,-2.55244
69,-612.502,265.279,-2.56204
70,-614.831,263.997,-2.57026
71,-616.988,262.784,-2.59371
72,-620.165,261.252,-2.60659
73,-622.88,260.183,-2.62151
