id,x,y,yaw
0,-41.2483,10.6803,2.43115
1,-42.3395,12.0122,2.43661
2,-43.4842,13.2504,2.43847
3,-44.9063,14.1843,2.43577
4,-46.0328,15.2969,2.43909
5,-47.0288,16.1692,2.43362
6,-48.8736,17.5092,2.43377
7,-50.2338,18.5769,2.43327
8,-51.8299,20.1486,2.43433
9,-53.1512,21.2348,2.44446
10,-54.4124,22.2248,2.44488
11,-56.0497,23.7272,2.44248
12,-57.4862,24.9724,2.44248
13,-58.9439,26.3057,2.44252
14,-60.3801,27.5587,2.45277
15,-61.7183,28.5376,2.44644
16,-63.1307,30.0383,2.46674
17,-65.0765,31.4655,2.45572
18,-66.4899,32.6829,2.4559
19,-68.6573,34.5435,2.45696
20,-69.2465,35.0704,2.45686
21,-71.3173,36.9802,2.46175
22,-73.2476,38.3543,2.46497
23,-74.5431,39.4278,2.46128
24,-75.6598,40.3492,2.45681
25,-76.9565,41.4489,2.45043
26,-78.2085,42.391,2.44817
27,-79.8659,43.9169,2.44505
28,-81.6423,45.2486,2.44663
29,-83.0549,46.4265,2.44501
30,-84.3784,47.6291,2.44732
31,-86.1085,49.26,2.4481
32,-87.7186,50.3664,2.43856
33,-89.1451,51.5014,2.43901
34,-90.9319,52.8302,2.43668
35,-92.1064,54.3622,2.43646
36,-93.8631,55.8282,2.439
37,-95.1848,56.8862,2.43657
38,-96.2401,57.6992,2.42765
39,-97.8398,59.0435,2.42283
40,-99.0846,60.2904,2.41341
41,-100.594,61.962,2.42285
42,-102.089,63.6279,2.42953
43,-103.89,65.2553,2.4332
44,-104.958,66.1138,2.42959
45,-106.368,67.0611,2.42848
46,-107.642,68.7166,2.43358
47,-109.25,69.8882,2.43197
48,-110.816,71.2822,2.43576
49,-112.141,72.132,2.43262
50,-113.444,73.4092,2.43177
51,-115.165,74.7887,2.42922
52,-116.595,75.5469,2.43076
53,-117.81,76.9299,2.42872
54,-119.233,78.0853,2.42727
55,-120.608,79.321,2.42786
56,-121.679,80.2747,2.42166
57,-123.206,81.8724,2.42745
58,-124.619,82.9075,2.42796
59,-126.016,84.2159,2.42869
60,-127.263,85.4902,2.42831
61,-128.785,86.6791,2.42592
62,-130.135,87.8941,2.42702
63,-131.495,89.1285,2.42448
64,-132.277,89.9245,2.43336
65,-134.405,91.8854,2.4245
66,-135.578,92.7583,2.42593
67,-136.845,94.2204,2.42591
68,-138.363,95.8502,2.4236
69,-139.672,96.9461,2.42482
70,-140.989,98.1198,2.42431
71,-142.526,99.5584,2.42429
72,-143.68,100.464,2.42688
73,-144.201,100.994,2.43008
74,-144.885,102.084,2.44514
75,-148.027,104.513,2.42313
76,-149.39,105.624,2.42625
77,-149.689,106.01,2.42057
78,-152.041,108.188,2.42021
79,-152.61,108.529,2.42655
80,-154.518,110.234,2.43716
81,-155.572,111.442,2.44494
82,-157.107,112.783,2.44498
83,-158.889,114.2,2.44222
84,-159.962,115.599,2.44755
85,-161.708,116.555,2.44301
86,-163.324,118.021,2.44204
87,-164.788,119.474,2.44295
88,-166.137,120.547,2.43365
89,-167.366,121.681,2.43976
90,-168.762,123.07,2.43342
91,-169.982,124.085,2.44379
92,-171.469,125.788,2.43264
93,-173.234,127.188,2.43822
94,-174.43,128.19,2.44123
95,-175.704,129.28,2.4483
96,-177.726,131.033,2.44946
97,-178.929,132.209,2.44423
98,-180.5,133.783,2.4439
99,-181.45,134.762,2.43962
100,-182.898,135.776,2.44175
101,-184.265,137.128,2.44316
102,-186.068,138.601,2.44336
103,-187.839,140.138,2.4425
104,-188.96,141.065,2.44489
105,-189.76,141.802,2.44666
106,-191.419,143.43,2.43505
107,-193.046,144.77,2.4372
108,-194.239,145.709,2.44498
109,-195.783,146.984,2.43771
110,-197.054,147.969,2.43862
111,-198.604,149.506,2.43783
112,-199.479,150.363,2.43355
