id,x,y,yaw
0,-39.6915,11.1662,2.43354
1,-42.5006,13.1627,2.43583
2,-42.8671,13.5778,2.4387
3,-43.95,14.6833,2.43303
4,-45.3123,15.9601,2.4321
5,-46.6747,16.9383,2.43181
6,-48.1647,17.9386,2.43199
7,-49.6616,18.9998,2.43205
8,-51.5047,20.7192,2.43479
9,-52.6366,21.8238,2.43606
10,-53.5448,22.6525,2.43192
11,-54.6112,23.4688,2.43215
12,-55.4189,24.1145,2.43676
13,-58.7373,27.1666,2.44178
14,-60.1039,28.2503,2.44836
15,-61.0004,28.8578,2.44968
16,-62.8524,30.553,2.45891
17,-64.7337,32.0283,2.45387
18,-65.5016,32.6064,2.45385
19,-66.5014,33.3659,2.45035
20,-69.2407,35.8509,2.45722
21,-70.8497,37.4382,2.45642
22,-71.813,38.1206,2.45606
23,-73.741,39.8616,2.4613
24,-75.2416,41.075,2.45669
25,-76.2776,41.9648,2.45475
26,-77.5756,42.6766,2.45076
27,-79.517,44.5678,2.45192
28,-81.0409,45.8153,2.45249
29,-82.1434,46.7122,2.45051
30,-83.0998,47.6526,2.45091
31,-85.3198,49.5252,2.44634
32,-87.886,50.4958,2.43968
33,-89.2253,51.4406,2.44089
34,-90.8804,52.8172,2.44073
35,-91.871,54.5552,2.44267
36,-93.8762,55.8032,2.44303
37,-94.9577,56.6131,2.43612
38,-96.1567,57.7166,2.43215
39,-97.6385,58.7165,2.42465
40,-98.6105,59.786,2.41618
41,-99.6653,61.7995,2.42183
42,-101.569,63.9324,2.4291
43,-103.012,65.2847,2.43048
44,-104.452,66.4903,2.43005
45,-105.839,67.6224,2.42796
46,-106.972,68.8554,2.43405
47,-108.673,70.2929,2.43147
48,-110.714,71.8098,2.43844
49,-111.695,72.8134,2.43773
50,-112.678,73.689,2.43325
51,-114.795,75.2754,2.43134
52,-116.891,76.5526,2.43664
53,-117.715,77.3765,2.42907
54,-118.847,78.3306,2.42622
55,-120.417,79.7301,2.42918
56,-121.335,80.5828,2.4212
57,-122.736,81.916,2.42338
58,-124.081,83.2556,2.42914
59,-125.385,84.4385,2.43034
60,-126.612,85.7857,2.42888
61,-128.126,87.0291,2.42725
62,-130.043,88.0055,2.42909
63,-131.386,89.2007,2.42931
64,-132.063,90.0174,2.43807
65,-133.913,92.4898,2.42429
66,-134.855,93.3814,2.43064
67,-136.028,94.4998,2.42798
68,-137.716,96.2029,2.42612
69,-138.97,97.3067,2.42977
70,-140.705,98.5763,2.42587
71,-141.812,99.4998,2.42329
72,-142.349,99.9067,2.43113
73,-142.972,100.714,2.43279
74,-143.63,101.455,2.44194
75,-141.933,99.8182,2.43056
76,-142.511,100.176,2.43618
77,-142.637,100.427,2.43735
78,-140.181,98.7554,2.4483
79,-140.572,98.8815,2.43527
80,-141.565,99.5662,2.43858
81,-142.292,100.224,2.45582
82,-142.552,100.813,2.49319
83,-140.496,98.5736,2.45823
84,-139.795,97.6473,2.45493
85,-140.666,98.3627,2.45625
86,-141.357,99.1832,2.45306
87,-141.863,99.8058,2.46199
88,-142.555,100.51,2.45839
89,-142.467,100.339,2.44143
90,-141.781,99.7586,2.46079
91,-142.251,100.049,2.45437
92,-142.496,100.213,2.44989
93,-140.552,99.3671,2.46488
94,-140.346,99.2612,2.45902
95,-140.624,99.2418,2.48166
96,-141.899,100.196,2.46486
97,-142.508,100.348,2.4552
98,-141.944,99.8542,2.45125
99,-141.651,99.403,2.44853
100,-141.659,99.2848,2.4505
101,-141.83,99.4006,2.45078
102,-142.455,99.9653,2.45237
103,-142.474,100.044,2.45745
104,-142.338,99.7818,2.46566
105,-142.408,99.9422,2.45312
106,-142.021,99.3664,2.45557
107,-142.497,99.7557,2.46242
108,-142.587,99.7941,2.45954
109,-141.655,98.6655,2.44402
110,-142.795,99.7224,2.44463
111,-142.63,99.3588,2.43736
112,-142.827,99.5811,2.44653
113,-142.547,99.371,2.45125
114,-141.919,98.6077,2.44454
115,-142.223,98.9967,2.43194
116,-142.373,98.9353,2.4355
117,-141.681,98.6486,2.43034
118,-141.885,98.6287,2.4266
119,-142.204,98.9585,2.44341
120,-142.603,99.5173,2.45559
121,-142.37,99.2776,2.44145
122,-142.639,99.3339,2.43529
123,-143.086,99.9781,2.44372
124,-143.037,99.9271,2.43096
125,-142.357,99.4383,2.43047
126,-143.022,100.402,2.44855
127,-140.804,98.7149,2.43425
128,-140.971,98.7963,2.43805
129,-141.49,99.3261,2.43636
130,-141.736,99.6235,2.44701
131,-142.682,99.9854,2.45314
132,-142.661,100.003,2.45672
133,-142.21,99.4688,2.46361
134,-142.573,99.5313,2.47054
135,-142.751,99.7191,2.47034
136,-142.159,99.064,2.46994
137,-142.012,99.1076,2.46956
138,-142.353,99.5092,2.46384
139,-142.654,99.6329,2.4657
140,-143.334,100.037,2.46698
141,-144.248,100.874,2.46646
142,-145.392,102.625,2.45418
143,-146.215,103.465,2.46138
144,-147.836,102.691,2.46765
145,-149.095,103.382,2.4658
146,-150.085,104.84,2.47511
147,-151.091,106.752,2.46058
148,-155.676,112.619,2.45856
149,-156.45,113.329,2.46442
150,-154.602,112.003,2.4565
151,-154.775,111.634,2.46207
152,-155.316,111.835,2.46174
153,-156.254,112.533,2.463
154,-152.627,108.545,2.45076
155,-154.358,110.623,2.44691
156,-155.084,111.35,2.44824
157,-155.383,112.067,2.44811
158,-157.292,113.314,2.44553
159,-155.528,111.98,2.44629
160,-154.383,110.931,2.45449
161,-154.667,110.709,2.45543
162,-152.922,107.828,2.47293
