id,x,y,yaw
0,-42.3595,11.7307,2.43639
1,-43.7911,12.847,2.43907
2,-45.0671,13.9112,2.43492
3,-46.4144,14.9996,2.43555
4,-47.6208,16.16,2.4332
5,-48.9856,17.4629,2.43338
6,-50.2663,18.5629,2.43119
7,-51.7873,19.8393,2.43478
8,-53.1512,20.9783,2.4382
9,-54.4557,22.2235,2.4414
10,-55.9148,23.5058,2.43978
11,-57.4147,24.8581,2.44045
12,-58.8453,26.0673,2.43851
13,-60.3719,27.3478,2.44801
14,-61.2551,28.1013,2.44096
15,-63.1034,29.7722,2.45487
16,-64.9613,31.1549,2.45283
17,-66.3944,32.5068,2.45422
18,-68.3167,34.1588,2.4614
19,-69.1944,34.9033,2.4539
20,-70.9003,36.4812,2.45521
21,-73.0033,38.1353,2.46486
22,-74.0534,39.0201,2.45697
23,-75.3005,40.0805,2.45511
24,-76.6319,41.195,2.44895
25,-77.928,42.2924,2.44794
26,-79.5835,43.7024,2.4444
27,-81.2552,45.0248,2.4448
28,-82.7581,46.2797,2.44731
29,-84.0944,47.5332,2.44836
30,-85.7277,48.9462,2.44423
31,-87.4819,50.2301,2.43875
32,-88.9053,51.3894,2.43797
33,-90.5206,52.7375,2.43911
34,-91.943,54.2181,2.4374
35,-93.5521,55.6231,2.43856
36,-94.9211,56.759,2.4358
37,-96.2363,57.8419,2.43154
38,-97.7372,59.2081,2.43219
39,-99.2085,60.4264,2.42536
40,-100.662,61.771,2.42603
41,-101.957,63.124,2.4287
42,-103.516,64.4949,2.42782
43,-104.964,65.7266,2.42786
44,-106.391,66.8874,2.42836
45,-107.694,68.3173,2.43012
46,-109.213,69.5934,2.42968
47,-110.716,70.9085,2.43307
48,-112.046,72.0785,2.43467
49,-113.53,73.2163,2.4319
50,-115.028,74.4888,2.43094
51,-116.44,75.5336,2.43053
52,-117.816,76.8401,2.42859
53,-119.123,77.9263,2.42801
54,-120.508,79.3019,2.42885
55,-121.837,80.4033,2.42562
56,-123.131,81.7177,2.42659
57,-124.667,82.9334,2.4277
58,-125.992,84.1873,2.42888
59,-127.262,85.4162,2.42685
60,-128.712,86.7231,2.42791
61,-130.074,87.8735,2.42736
62,-131.459,89.1801,2.42614
63,-132.886,90.4195,2.42478
64,-134.262,91.7668,2.42544
65,-135.607,92.9258,2.42717
66,-136.902,94.2154,2.42729
67,-138.32,95.6091,2.42382
68,-139.593,96.7301,2.42558
69,-141.193,98.23,2.42554
70,-142.524,99.5352,2.43198
71,-143.704,100.606,2.43279
72,-145.109,101.795,2.42943
73,-146.307,102.954,2.43048
74,-147.942,104.396,2.42548
75,-149.258,105.494,2.4261
76,-150.445,106.647,2.42828
77,-151.941,107.933,2.42734
78,-153.122,108.918,2.42628
79,-154.519,110.127,2.43288
80,-155.701,111.356,2.43954
81,-157.225,112.784,2.44247
82,-158.87,114.224,2.44067
83,-160.225,115.466,2.44364
84,-161.841,116.697,2.4414
85,-163.314,118.077,2.43826
86,-164.759,119.388,2.43738
87,-166.154,120.59,2.43424
88,-167.437,121.608,2.43699
89,-168.73,122.93,2.43595
90,-170.157,124.113,2.43891
91,-171.572,125.547,2.43547
92,-173.094,126.948,2.4369
93,-174.355,128.041,2.44058
94,-175.717,129.149,2.44279
95,-177.492,130.753,2.44328
96,-178.81,132,2.43958
97,-180.321,133.383,2.44111
98,-181.64,134.54,2.4365
99,-182.972,135.724,2.43732
100,-184.284,136.961,2.43801
101,-185.906,138.312,2.43636
102,-187.394,139.619,2.44066
103,-188.747,140.774,2.43799
104,-189.922,141.801,2.43718
105,-191.171,142.948,2.43787
106,-192.802,144.378,2.43742
107,-194.058,145.388,2.44344
108,-195.553,146.706,2.43837
109,-196.804,147.807,2.4372
110,-198.257,149.056,2.43628
111,-199.363,150.11,2.43253
112,-200.795,151.181,2.43323
113,-202.005,152.231,2.42809
114,-202.933,153.252,2.42546
115,-204.002,154.228,2.42307
116,-205.054,155.151,2.42152
117,-206.136,156.116,2.4234
118,-206.93,156.824,2.42229
119,-208.079,157.743,2.42402
120,-208.645,158.423,2.42061
121,-209.509,159.227,2.41921
122,-210.241,159.81,2.4205
123,-210.94,160.582,2.42516
124,-211.732,161.203,2.42714
125,-212.389,161.748,2.42896
126,-212.913,162.333,2.42726
127,-213.611,163.026,2.42137
128,-214.364,163.748,2.42638
129,-214.886,164.094,2.42921
130,-215.529,164.766,2.43243
131,-216.092,165.218,2.43344
132,-216.596,165.643,2.43587
133,-217.244,166.054,2.43793
134,-217.763,166.554,2.44169
135,-218.579,167.181,2.44027
136,-219.219,167.74,2.44097
137,-219.809,168.286,2.4376
138,-220.404,168.743,2.43719
139,-221.217,169.374,2.43699
140,-221.953,170.153,2.43533
141,-222.646,170.887,2.43479
142,-223.479,171.566,2.43527
143,-224.47,172.438,2.43527
144,-225.408,173.291,2.43746
145,-226.677,174.081,2.43579
146,-227.556,175.029,2.4343
147,-228.603,176.129,2.43623
148,-229.791,177.251,2.43956
149,-230.753,178.094,2.43936
150,-232.116,179.121,2.44024
151,-233.596,180.498,2.44147
152,-235.36,182.042,2.44242
153,-236.302,182.741,2.43948
154,-237.399,183.883,2.43717
155,-239.032,185.134,2.43385
156,-240.483,186.426,2.43731
157,-242.053,187.823,2.43463
158,-243.568,189.039,2.43177
159,-245.143,190.359,2.4318
160,-246.533,191.676,2.43405
161,-248.283,193.2,2.4382
162,-249.944,194.621,2.44222
163,-251.246,196.04,2.44451
164,-253.032,197.431,2.44592
165,-254.883,199.023,2.44214
166,-256.636,200.478,2.44363
167,-258.511,202.004,2.44464
168,-260.185,203.502,2.4444
169,-262.004,205.168,2.44483
170,-263.292,206.468,2.44214
171,-265.274,208.339,2.43809
172,-266.877,209.724,2.43674
173,-268.634,211.312,2.43162
174,-270.378,212.774,2.43156
175,-271.91,214.243,2.43301
176,-273.295,215.457,2.43426
177,-274.581,216.684,2.42929
178,-276.21,218.11,2.42849
179,-277.494,219.226,2.42514
180,-278.729,220.432,2.42432
181,-279.686,221.171,2.43025
182,-280.845,222.214,2.43565
183,-282.232,223.385,2.43912
184,-283.123,224.198,2.4366
185,-284.028,225.115,2.43604
186,-284.915,225.867,2.43714
187,-285.693,226.531,2.44036
188,-286.823,227.431,2.44132
189,-287.619,227.979,2.44099
190,-288.423,228.859,2.43818
191,-289.306,229.676,2.44284
192,-290.307,230.528,2.4415
193,-291.333,231.365,2.43977
194,-292.292,232.211,2.44452
195,-293.007,232.843,2.44346
196,-293.833,233.637,2.44098
197,-294.918,234.597,2.4432
198,-295.678,235.134,2.43928
