id,x,y,yaw
0,-39.9083,10.3334,2.43115
1,-42.2782,11.9509,2.43661
2,-43.4804,13.2491,2.43846
3,-44.8944,14.198,2.43576
4,-46.0444,15.2906,2.43909
5,-47.0354,16.179,2.43362
6,-48.8374,17.4899,2.43377
7,-50.2512,18.5867,2.43327
8,-51.9132,20.1042,2.43928
9,-53.1657,21.2543,2.44446
10,-54.4106,22.2298,2.44487
11,-56.0361,23.7074,2.44249
12,-57.493,24.9797,2.44245
13,-58.9436,26.3026,2.44252
14,-60.381,27.5619,2.45277
15,-61.7231,28.551,2.44643
16,-63.128,30.0171,2.46674
17,-65.0535,31.467,2.45573
18,-66.5106,32.6921,2.4559
19,-68.6268,34.5166,2.45696
20,-69.3117,35.1254,2.45686
21,-71.2597,36.926,2.46175
22,-73.2479,38.372,2.46497
23,-74.5385,39.4229,2.46114
24,-75.6695,40.3579,2.45685
25,-76.9511,41.4429,2.45043
26,-78.2098,42.3972,2.44817
27,-79.8485,43.8922,2.44505
28,-81.6355,45.2546,2.44663
29,-83.07,46.4339,2.44501
30,-84.387,47.6312,2.44735
31,-86.0917,49.2416,2.4481
32,-87.7212,50.3862,2.43856
33,-89.1528,51.5016,2.439
34,-90.9171,52.8219,2.43668
35,-92.1314,54.3526,2.43646
36,-93.8407,55.8303,2.439
37,-95.2012,56.9035,2.43657
38,-96.2532,57.7115,2.42765
39,-97.8175,59.0217,2.42283
40,-99.0979,60.2925,2.41341
41,-100.584,61.9439,2.42285
42,-102.014,63.5874,2.42852
43,-103.87,65.2533,2.4332
44,-104.992,66.1487,2.42959
45,-106.357,67.0606,2.42847
46,-107.647,68.6858,2.43358
47,-109.236,69.9062,2.43197
48,-110.817,71.2744,2.43576
49,-112.151,72.1541,2.43262
50,-113.444,73.3922,2.43175
51,-115.147,74.7829,2.42922
52,-116.606,75.5733,2.43076
53,-117.821,76.9055,2.42872
54,-119.225,78.0932,2.42727
55,-120.61,79.3183,2.42786
56,-121.692,80.2865,2.42166
57,-123.187,81.8458,2.42745
58,-124.622,82.9292,2.42796
59,-126.017,84.2042,2.42869
60,-127.27,85.4908,2.4283
61,-128.774,86.683,2.42592
62,-130.141,87.8934,2.42702
63,-131.495,89.1276,2.42448
64,-132.302,89.9426,2.43335
65,-134.349,91.8368,2.4245
66,-135.614,92.8005,2.42593
67,-136.844,94.1992,2.42591
