id,x,y,yaw
0,-37.427,9.69088,2.43115
1,-41.867,11.772,2.43661
2,-43.431,13.2282,2.43847
3,-44.8703,14.2168,2.43577
4,-46.0601,15.2828,2.43909
5,-47.0487,16.1933,2.43362
6,-48.7816,17.461,2.43377
7,-50.2718,18.5988,2.43327
8,-51.8959,20.0743,2.43928
9,-53.1984,21.2748,2.44446
10,-54.4168,22.2459,2.44488
11,-56.0103,23.6751,2.44249
12,-57.5019,24.9921,2.44248
13,-58.9444,26.2995,2.44252
14,-60.3785,27.564,2.45277
15,-61.7294,28.5706,2.44643
16,-63.1249,29.9859,2.46674
17,-65.016,31.4648,2.45573
18,-66.5385,32.7063,2.45589
19,-68.5815,34.4753,2.45696
20,-69.4101,35.2081,2.45686
21,-71.1803,36.8497,2.46175
22,-73.2378,38.3902,2.46497
23,-74.5789,39.4447,2.46109
24,-75.6864,40.3699,2.45685
25,-76.945,41.4354,2.45043
26,-78.211,42.4059,2.44817
27,-79.8206,43.854,2.44505
28,-81.6209,45.2592,2.44663
29,-83.0924,46.4463,2.44501
30,-84.4002,47.6339,2.44736
31,-86.0663,49.2123,2.44809
32,-87.7238,50.4164,2.43856
33,-89.1672,51.5075,2.43901
34,-90.8953,52.8091,2.43668
35,-92.1685,54.3355,2.43646
36,-93.8092,55.8312,2.439
37,-95.2256,56.9346,2.43658
38,-96.2778,57.7354,2.42765
39,-97.7847,58.9895,2.42283
40,-99.1145,60.2915,2.41341
41,-100.57,61.9149,2.42285
42,-102.015,63.5807,2.42847
43,-103.839,65.2494,2.4332
44,-105.041,66.2044,2.42959
45,-106.345,67.0672,2.42848
46,-107.653,68.6373,2.43358
47,-109.214,69.9285,2.43197
48,-110.815,71.265,2.43576
49,-112.168,72.1898,2.43262
50,-113.451,73.3717,2.43177
51,-115.118,74.7695,2.42922
52,-116.619,75.6135,2.43076
53,-117.839,76.8717,2.42872
54,-119.215,78.1004,2.42727
55,-120.61,79.3151,2.42786
56,-121.713,80.3052,2.42166
57,-123.16,81.8054,2.42745
58,-124.623,82.959,2.42797
59,-126.024,84.1981,2.42869
60,-127.282,85.4909,2.42831
61,-128.757,86.6886,2.42592
62,-130.149,87.8928,2.42702
63,-131.496,89.126,2.42448
64,-132.342,89.9723,2.43335
65,-134.265,91.7628,2.4245
66,-135.66,92.8586,2.42593
67,-136.85,94.173,2.42591
68,-138.335,95.8221,2.4236
69,-139.69,97.0015,2.42482
70,-140.992,98.122,2.42431
71,-142.502,99.5286,2.42429
72,-143.719,100.519,2.42689
73,-144.382,101.136,2.43006
74,-144.905,102.051,2.44515
75,-147.74,104.345,2.42313
76,-149.539,105.743,2.42625
77,-149.841,106.116,2.42058
78,-151.836,108.005,2.42021
79,-152.772,108.701,2.42656
80,-154.398,110.114,2.43716
81,-155.642,111.474,2.44495
82,-157.066,112.774,2.44499
83,-158.853,114.188,2.44223
84,-160.035,115.599,2.44756
85,-161.646,116.605,2.443
86,-163.326,117.973,2.442
87,-164.806,119.467,2.44295
88,-166.154,120.589,2.43365
89,-167.405,121.683,2.4379
90,-168.751,123.041,2.43342
91,-169.997,124.122,2.44379
92,-171.442,125.718,2.43263
93,-173.197,127.208,2.43823
94,-174.488,128.239,2.44123
95,-175.709,129.283,2.44825
96,-177.643,130.959,2.44946
97,-179.006,132.26,2.44423
98,-180.473,133.748,2.4439
99,-181.515,134.823,2.43961
100,-182.854,135.783,2.44175
101,-184.265,137.09,2.44315
102,-186.019,138.581,2.44336
103,-187.834,140.128,2.4425
104,-189.032,141.132,2.44489
105,-189.809,141.835,2.44666
106,-191.331,143.335,2.43505
107,-193.034,144.785,2.4372
108,-194.286,145.757,2.44498
109,-195.752,146.955,2.43771
