id,x,y,yaw
0,-42.3078,12.0051,2.43661
1,-41.2814,10.693,2.43495
2,-43.5619,13.2659,2.436
3,-44.9901,14.2045,2.43593
4,-46.1187,15.3223,2.43687
5,-47.1173,16.1976,2.4359
6,-48.9652,17.5397,2.43526
7,-50.3274,18.609,2.43466
8,-52.023,20.1587,2.43605
9,-53.2465,21.2745,2.43857
10,-54.5154,22.2649,2.44046
11,-56.1583,23.7718,2.44107
12,-57.5945,25.0167,2.44149
13,-59.0555,26.3529,2.4418
14,-60.4945,27.6084,2.44509
15,-61.8427,28.5962,2.44552
16,-63.2509,30.0932,2.45189
17,-65.2,31.5231,2.45304
18,-66.6141,32.7392,2.45389
19,-68.7868,34.6061,2.45481
20,-69.3789,35.1355,2.45543
21,-71.4539,37.049,2.45732
22,-73.3854,38.4241,2.45962
23,-74.6457,39.474,2.46006
24,-75.8077,40.4279,2.4591
25,-77.1048,41.5274,2.4565
26,-78.359,42.4713,2.454
27,-80.019,43.9993,2.45131
28,-81.7979,45.333,2.44991
29,-83.2138,46.514,2.44844
30,-84.5465,47.7241,2.44812
31,-86.2741,49.3523,2.44812
32,-87.8865,50.4612,2.44525
33,-89.3161,51.599,2.44338
34,-91.1064,52.9305,2.44137
35,-92.2838,54.4646,2.43744
36,-94.0442,55.9334,2.43869
37,-95.3685,56.9944,2.437
38,-96.4269,57.8103,2.42952
39,-98.0292,59.1567,2.42416
40,-99.2763,60.4053,2.42094
41,-100.789,62.0795,2.42151
42,-102.208,63.7052,2.42361
43,-104.09,65.3784,2.42648
44,-105.162,66.2409,2.42741
45,-106.575,67.1908,2.42773
46,-107.851,68.8483,2.42949
47,-109.462,70.0217,2.43023
48,-111.031,71.4189,2.43189
49,-112.357,72.2696,2.43211
50,-113.663,73.5502,2.432
51,-115.388,74.9326,2.43117
52,-116.82,75.693,2.43104
53,-118.04,77.0788,2.43035
54,-119.465,78.2361,2.42942
55,-120.843,79.4741,2.42895
56,-121.916,80.4297,2.42676
57,-123.446,82.0303,2.42697
58,-124.861,83.0677,2.42727
59,-126.267,84.3824,2.42769
60,-127.511,85.6553,2.42788
61,-129.036,86.8466,2.42729
62,-130.388,88.0642,2.42721
63,-131.751,89.301,2.42639
64,-132.536,90.0983,2.42848
