id,x,y,yaw
0,-41.3031,10.6946,2.43206
1,-42.5934,11.7255,2.43202
2,-44.071,12.94,2.43377
3,-45.457,14.0801,2.43426
4,-46.8497,15.0846,2.43442
5,-48.2075,16.427,2.43431
6,-49.3336,17.6065,2.43371
7,-50.5837,18.7293,2.43253
8,-52.076,19.9604,2.4333
9,-53.4153,21.1394,2.43417
10,-54.7676,22.3847,2.43568
11,-56.2138,23.6892,2.43615
12,-57.6984,25.0556,2.43684
13,-59.0856,26.2395,2.43757
14,-60.4468,27.4574,2.43861
15,-62.2057,28.9043,2.44362
16,-63.4143,29.98,2.44585
17,-65.3121,31.3751,2.448
18,-66.7229,32.7935,2.45004
19,-68.413,34.2568,2.45256
20,-69.3555,34.9827,2.45168
21,-71.1593,36.6585,2.45235
22,-72.4985,37.6048,2.45259
23,-74.123,39.0476,2.45319
24,-75.5032,40.1382,2.45306
25,-76.9211,41.4237,2.45255
26,-78.3003,42.5417,2.45129
27,-79.8905,43.8999,2.44965
28,-81.5147,45.2537,2.44829
29,-83.0379,46.5131,2.44761
30,-84.4609,47.7794,2.44733
31,-86.0341,49.1477,2.44627
32,-87.7615,50.4868,2.44362
33,-89.0803,51.6783,2.44183
34,-90.7385,53.0539,2.44071
35,-92.2156,54.4455,2.43794
36,-93.7814,55.8173,2.43783
37,-95.2044,57.0346,2.43643
38,-96.5956,58.2055,2.43225
39,-98.0858,59.5213,2.43219
40,-99.5289,60.7991,2.43056
41,-100.978,62.1035,2.42934
42,-102.337,63.4378,2.42929
43,-103.898,64.7859,2.42901
44,-105.287,66.0344,2.42891
45,-106.646,67.1822,2.42913
46,-108.073,68.5672,2.42947
47,-109.536,69.852,2.42994
48,-111.043,71.1399,2.43107
49,-112.504,72.4473,2.4323
50,-113.931,73.5832,2.43279
51,-115.444,74.8229,2.43349
52,-116.749,75.9075,2.43309
53,-118.101,77.2034,2.43214
54,-119.458,78.3562,2.4313
55,-120.825,79.7311,2.43083
56,-122.17,80.8072,2.42954
57,-123.515,82.1191,2.42913
58,-124.966,83.3697,2.42915
59,-126.213,84.5403,2.42908
60,-127.573,85.7589,2.42926
61,-129.06,87.0862,2.42916
62,-130.439,88.2809,2.42838
63,-131.798,89.5045,2.42775
64,-133.263,90.7769,2.42684
65,-134.615,92.1539,2.42662
66,-135.939,93.3191,2.42735
67,-137.313,94.5442,2.42754
68,-138.698,95.9163,2.42738
69,-140.097,97.1189,2.42676
70,-141.614,98.5219,2.42708
71,-142.986,99.8637,2.42855
72,-144.29,101.049,2.42922
73,-145.722,102.304,2.42874
74,-146.896,103.359,2.42838
75,-148.412,104.735,2.42752
76,-149.793,105.95,2.42792
77,-151.054,107.098,2.42849
78,-152.458,108.345,2.42926
79,-153.911,109.598,2.42982
80,-155.219,110.715,2.43116
81,-156.599,111.968,2.4329
82,-158.016,113.309,2.43502
83,-159.442,114.62,2.43638
84,-160.815,115.897,2.43801
85,-162.355,117.208,2.43943
86,-163.813,118.541,2.43898
87,-165.254,119.773,2.43878
88,-166.656,121.003,2.43849
89,-168.031,122.168,2.43778
90,-169.365,123.461,2.43762
91,-170.735,124.596,2.43778
92,-172.238,126.045,2.43693
93,-173.709,127.318,2.4363
94,-175.063,128.579,2.43662
95,-176.584,129.868,2.43794
96,-178.027,131.223,2.43901
97,-179.372,132.419,2.43874
98,-180.857,133.744,2.43944
99,-182.208,134.965,2.4381
100,-183.621,136.197,2.43733
101,-185.043,137.462,2.43759
102,-186.484,138.713,2.43752
103,-187.899,139.99,2.4383
104,-189.263,141.161,2.4385
105,-190.436,142.173,2.43804
106,-191.696,143.297,2.43811
107,-193.109,144.551,2.43805
108,-194.588,145.755,2.43901
109,-196.026,147.061,2.43834
110,-197.384,148.202,2.43813
111,-198.831,149.472,2.43687
112,-199.957,150.537,2.43522
113,-201.352,151.634,2.43342
114,-202.537,152.716,2.43171
115,-203.512,153.704,2.42987
116,-204.551,154.642,2.42832
117,-205.553,155.52,2.42674
118,-206.671,156.502,2.42606
119,-207.558,157.238,2.42546
120,-208.723,158.232,2.42551
121,-209.282,158.887,2.42463
122,-210.212,159.702,2.42414
123,-210.965,160.331,2.4239
124,-211.68,161.029,2.42419
125,-212.369,161.612,2.42443
126,-212.977,162.125,2.42529
127,-213.478,162.742,2.42529
128,-214.139,163.307,2.42489
129,-214.809,163.955,2.42483
130,-215.374,164.427,2.42606
131,-216.01,165.036,2.42717
132,-216.616,165.548,2.4284
133,-217.119,166,2.43005
134,-217.853,166.497,2.43206
135,-218.43,167.059,2.43427
136,-219.201,167.613,2.43564
137,-219.848,168.219,2.43672
138,-220.361,168.734,2.43722
139,-220.949,169.253,2.43765
140,-221.773,169.941,2.43714
141,-222.538,170.59,2.43664
142,-223.318,171.315,2.43533
143,-224.177,172.003,2.4345
144,-225.133,172.839,2.43384
145,-226.113,173.752,2.43402
146,-227.287,174.629,2.43425
147,-228.246,175.539,2.43379
148,-229.53,176.644,2.43405
149,-230.662,177.792,2.43584
150,-231.882,178.835,2.43771
