id,x,y,yaw
0,-533.496,284.098,2.45637
1,-533.493,284.163,2.45715
2,-533.392,284.2,2.4589
3,-533.644,284.196,2.45714
4,-533.619,284.228,2.4574
5,-533.74,284.403,2.46051
6,-533.867,284.57,2.45873
7,-534.223,284.754,2.45524
8,-534.583,285.032,2.46106
9,-534.855,285.253,2.45708
10,-534.997,285.5,2.45532
11,-535.333,285.928,2.45443
12,-535.81,286.354,2.45993
13,-536.459,286.851,2.45978
14,-536.62,287.093,2.46167
15,-537.601,287.871,2.46475
16,-537.562,287.919,2.47114
17,-538.079,288.074,2.46157
18,-538.522,288.483,2.4637
19,-539.145,288.89,2.46447
20,-539.714,289.305,2.45929
21,-540.578,289.456,2.46148
22,-541.077,290.417,2.46799
23,-542,291.072,2.47461
24,-542.366,291.228,2.47391
25,-542.857,291.801,2.46942
26,-543.545,292.536,2.46934
27,-544.581,293.291,2.48342
28,-545.259,293.925,2.4857
29,-546.675,294.584,2.50657
30,-547.399,294.895,2.5132
31,-548.106,295.651,2.53251
32,-548.995,296.419,2.56507
33,-549.589,297.36,2.61126
34,-550.443,298.128,2.66812
35,-551.828,298.748,2.73592
36,-552.919,298.147,2.8223
37,-555.325,299.393,2.95148
38,-556.502,297.792,3.01583
39,-558.616,298.855,3.11019
40,-559.843,298.368,-3.09357
41,-560.93,298.234,-3.02211
42,-562.484,297.92,-2.9652
43,-564.265,297.753,-2.91742
44,-565.671,297.243,-2.84791
45,-567.723,296.86,-2.77229
46,-569.387,296.384,-2.73076
47,-570.815,295.822,-2.69541
48,-572.194,295.038,-2.65817
49,-574.462,294.101,-2.62381
50,-576.161,293.324,-2.59379
51,-578.086,292.134,-2.56204
52,-579.456,291.148,-2.53989
53,-580.932,289.596,-2.51072
54,-582.312,288.609,-2.47449
55,-584.209,287.502,-2.45956
56,-585.864,286.085,-2.44067
57,-587.216,284.88,-2.41915
58,-588.706,284.019,-2.42879
59,-589.526,282.735,-2.44003
60,-592.405,280.314,-2.42591
61,-594.674,278.022,-2.42348
62,-596.74,277.018,-2.43535
63,-598.955,274.354,-2.46224
64,-601.202,272.26,-2.47986
65,-603.41,270.321,-2.4821
66,-605.539,269.115,-2.5122
67,-607.541,267.901,-2.53247
68,-609.592,266.268,-2.55244
69,-612.519,265.29,-2.56204
70,-614.823,263.993,-2.57026
71,-616.984,262.785,-2.5937
72,-620.182,261.246,-2.60659
73,-622.873,260.191,-2.62151
74,-625.914,258.872,-2.64923
75,-628.543,257.557,-2.67466
76,-631.212,256.349,-2.69195
77,-634.286,255.305,-2.72329
78,-636.947,254.244,-2.7361
79,-639.452,252.923,-2.7533
80,-642.035,251.78,-2.75275
81,-644.988,251.127,-2.77587
82,-648.415,249.463,-2.76665
83,-651.514,248.648,-2.79261
84,-653.963,247.824,-2.79119
85,-656.768,246.959,-2.83388
86,-660.504,246.306,-2.83369
87,-662.943,245.648,-2.84903
88,-665.591,244.987,-2.86149
89,-669.504,243.7,-2.866
90,-672.47,242.788,-2.86343
91,-673.734,243.013,-2.87883
92,-676.354,241.985,-2.87355
93,-679.576,241.192,-2.86827
94,-682.481,239.904,-2.87755
95,-685.39,239.386,-2.88366
96,-688.367,238.801,-2.87965
97,-691.248,237.688,-2.87949
98,-695.048,237.041,-2.88724
99,-698.226,236.674,-2.88666
100,-700.714,236.549,-2.86764
101,-703.683,235.677,-2.87653
102,-707.029,234.841,-2.88414
103,-709.658,233.472,-2.88458
104,-712.537,233.503,-2.88571
105,-715.758,232.861,-2.89064
106,-718.905,231.983,-2.89235
107,-721.509,230.583,-2.8782
108,-724.158,229.195,-2.86933
109,-726.87,228.204,-2.86882
110,-729.865,227.315,-2.86484
111,-732.705,226.523,-2.86782
112,-735.726,225.907,-2.86927
113,-738.714,224.991,-2.87242
114,-742.248,224.913,-2.89159
115,-744.981,224.022,-2.86884
116,-747.258,223.408,-2.88036
117,-750.333,222.462,-2.86496
118,-752.815,222.186,-2.86646
119,-753.864,222.278,-2.84938
120,-758.443,221.665,-2.84207
121,-761.467,221.59,-2.84311
122,-764.891,219.759,-2.85097
123,-767.409,218.525,-2.86671
124,-770.262,217.85,-2.86857
125,-772.853,217.355,-2.872
126,-775.282,216.293,-2.87513
127,-777.568,215.9,-2.87596
128,-779.812,215.265,-2.87317
129,-782.252,214.808,-2.87203
130,-784.861,214.233,-2.8783
131,-787.306,213.422,-2.87723
132,-789.735,212.596,-2.88065
133,-791.825,211.857,-2.88561
134,-793.644,211.408,-2.86867
135,-794.851,210.894,-2.8692
136,-795.867,209.78,-2.86081
137,-796.806,209.967,-2.87915
138,-798.332,210.139,-2.86421
139,-799.413,209.95,-2.87162
140,-800.429,209.578,-2.8738
141,-801.5,209.424,-2.87305
142,-802.396,209.601,-2.86142
143,-803.139,209.65,-2.86559
144,-803.883,209.57,-2.86533
145,-804.545,209.538,-2.85877
146,-804.733,209.082,-2.86544
147,-805.196,208.969,-2.8652
148,-805.003,208.988,-2.86292
149,-805.17,208.991,-2.86474
150,-805.102,208.864,-2.86319
151,-805.179,208.951,-2.8646
152,-805.239,208.964,-2.86384
153,-805.217,208.925,-2.86466
154,-805.231,208.972,-2.86436
155,-805.223,208.977,-2.86429
156,-805.067,208.923,-2.86309
157,-805.149,209.028,-2.86359
158,-805.198,209.082,-2.86247
159,-805.154,209.117,-2.86449
160,-805.248,208.971,-2.86327
161,-805.171,208.915,-2.86331
162,-805.151,208.986,-2.86347
163,-804.962,208.98,-2.8629
164,-805.084,208.987,-2.86164
165,-805.184,209.035,-2.85914
166,-805.152,209.217,-2.86318
167,-805.063,209.23,-2.86308
