id,x,y,yaw
0,-533.496,284.098,2.45637
1,-531.684,283.199,2.45715
2,-533.358,284.152,2.45863
3,-533.641,284.195,2.45714
4,-533.619,284.228,2.4574
5,-533.728,284.392,2.46065
6,-533.866,284.569,2.45873
7,-534.22,284.754,2.45524
8,-534.58,285.031,2.46106
9,-534.852,285.254,2.45708
10,-534.996,285.499,2.45532
11,-535.33,285.926,2.45442
12,-535.806,286.354,2.45993
13,-536.453,286.851,2.45978
14,-536.618,287.095,2.46165
15,-537.578,287.859,2.46475
16,-537.56,287.952,2.47109
17,-538.026,288.075,2.46169
18,-538.436,288.442,2.46371
19,-538.969,288.872,2.46447
20,-539.492,289.301,2.45922
21,-540.203,289.549,2.46148
22,-540.821,290.161,2.46799
23,-541.571,290.871,2.47461
24,-542.21,291.4,2.47387
25,-542.804,291.928,2.46942
26,-543.412,292.495,2.46934
27,-544.076,293.088,2.48342
28,-544.737,293.684,2.4857
29,-545.437,294.28,2.50656
30,-546.189,294.864,2.51308
31,-546.993,295.471,2.5324
32,-547.866,296.11,2.56505
33,-548.751,296.817,2.61127
34,-549.671,297.561,2.66812
35,-550.708,298.327,2.74049
36,-551.802,298.805,2.82202
37,-553.218,299.433,2.95156
38,-554.662,299.577,3.01752
39,-556.301,299.86,3.11018
40,-557.914,299.938,-3.09368
41,-559.464,299.924,-3.02211
42,-561.054,299.794,-2.9652
43,-562.724,299.604,-2.91742
44,-564.377,299.288,-2.84791
45,-566.537,298.387,-2.77229
46,-568.763,297.254,-2.7307
47,-570.599,296.274,-2.69541
48,-572.148,295.33,-2.65802
49,-574.19,294.304,-2.62382
50,-575.984,293.404,-2.59379
51,-577.873,292.212,-2.56204
52,-579.333,291.16,-2.53989
53,-580.795,289.643,-2.51072
54,-582.196,288.583,-2.47448
55,-584.078,287.504,-2.45956
56,-585.78,286.099,-2.44066
57,-587.142,284.955,-2.42072
58,-588.678,284.015,-2.4288
59,-589.514,282.74,-2.44003
60,-592.386,280.315,-2.42601
61,-594.656,278.023,-2.4234
62,-596.72,277.007,-2.43535
63,-598.933,274.369,-2.46224
64,-601.18,272.256,-2.47986
65,-603.391,270.353,-2.48182
66,-605.519,269.108,-2.51213
67,-607.522,267.9,-2.53247
68,-609.572,266.272,-2.55243
69,-612.491,265.283,-2.56204
70,-614.801,263.996,-2.57026
71,-616.964,262.785,-2.59371
72,-620.151,261.249,-2.60658
73,-622.844,260.188,-2.62149
74,-625.885,258.874,-2.64923
75,-628.522,257.555,-2.67466
76,-631.185,256.346,-2.69192
77,-634.258,255.303,-2.72329
78,-636.911,254.238,-2.7362
79,-639.428,252.925,-2.7533
80,-642.01,251.779,-2.75275
81,-644.959,251.123,-2.77587
82,-648.38,249.471,-2.76648
83,-651.485,248.641,-2.79261
84,-653.945,247.813,-2.80178
85,-656.741,246.959,-2.83389
86,-660.429,246.332,-2.8334
87,-662.919,245.649,-2.84903
88,-665.566,244.987,-2.86149
89,-669.467,243.706,-2.866
90,-672.441,242.785,-2.86342
91,-673.722,243.002,-2.87883
92,-676.33,241.996,-2.87355
93,-679.545,241.19,-2.86827
94,-682.454,239.908,-2.87755
95,-685.363,239.379,-2.88366
96,-688.338,238.802,-2.87964
97,-691.22,237.693,-2.87948
98,-695.007,237.041,-2.8873
99,-698.196,236.671,-2.88666
100,-700.69,236.546,-2.86764
101,-703.588,235.54,-2.87433
102,-706.997,234.838,-2.88414
103,-709.632,233.479,-2.88461
104,-712.509,233.491,-2.8857
105,-715.726,232.866,-2.89064
106,-718.873,231.982,-2.89236
107,-721.484,230.587,-2.8782
108,-724.124,229.203,-2.86917
109,-726.845,228.2,-2.86882
110,-729.837,227.315,-2.86484
111,-732.678,226.522,-2.86782
112,-735.698,225.905,-2.86927
113,-738.676,225.015,-2.87282
114,-742.209,224.908,-2.89157
115,-744.952,224.032,-2.86887
116,-747.236,223.406,-2.88035
117,-750.301,222.468,-2.86499
118,-752.792,222.18,-2.86646
119,-753.854,222.274,-2.84939
120,-758.4,221.671,-2.84207
121,-761.44,221.581,-2.84307
122,-764.859,219.775,-2.85099
123,-767.39,218.52,-2.8665
124,-770.234,217.845,-2.86857
125,-772.828,217.353,-2.872
126,-775.258,216.298,-2.87513
127,-777.547,215.894,-2.87596
128,-779.791,215.267,-2.87316
129,-782.229,214.806,-2.87203
130,-784.847,214.227,-2.87825
131,-787.282,213.424,-2.87724
132,-789.71,212.601,-2.88068
133,-791.805,211.856,-2.88561
134,-793.627,211.405,-2.86868
135,-794.852,210.902,-2.86914
136,-795.857,209.785,-2.86081
137,-796.797,209.955,-2.87915
138,-798.317,210.139,-2.86421
139,-799.397,209.984,-2.8714
140,-800.419,209.58,-2.8738
141,-801.197,209.643,-2.86966
142,-802.187,209.602,-2.86306
143,-802.978,209.661,-2.86508
144,-803.726,209.572,-2.86528
145,-804.407,209.538,-2.86007
146,-804.694,209.105,-2.86435
147,-805.099,208.972,-2.86504
148,-805.042,208.986,-2.86334
149,-805.136,208.992,-2.86446
150,-805.121,208.869,-2.86366
151,-805.156,208.937,-2.86439
152,-805.224,208.965,-2.86395
153,-805.221,208.926,-2.86453
154,-805.228,208.971,-2.86439
155,-805.225,208.978,-2.86431
156,-805.103,208.924,-2.86333
157,-805.132,209.026,-2.86357
158,-805.187,209.082,-2.86269
159,-805.163,209.116,-2.86414
160,-805.227,208.975,-2.86344
161,-805.18,208.917,-2.8632
162,-805.154,208.984,-2.86341
163,-805.001,208.981,-2.86301
164,-805.058,208.987,-2.86193
165,-805.163,209.035,-2.8597
166,-805.153,209.22,-2.86247
167,-805.08,209.231,-2.86296
168,-805.022,209.254,-2.86366
169,-805.025,209.211,-2.86548
170,-805.263,209.088,-2.85678
171,-805.227,208.99,-2.86106
172,-805.226,208.973,-2.86155
173,-805.304,208.842,-2.86291
174,-805.584,208.653,-2.86515
175,-806.083,208.214,-2.87055
176,-807.09,208.03,-2.8695
177,-807.874,207.806,-2.86913
178,-808.507,207.936,-2.86782
179,-809.387,207.523,-2.85959
180,-810.663,207.057,-2.86334
181,-811.664,206.525,-2.86916
182,-812.742,205.653,-2.86654
183,-814.245,205.672,-2.86878
184,-815.401,205.414,-2.86254
185,-816.52,204.873,-2.8692
186,-817.924,204.488,-2.8721
187,-820.46,203.742,-2.86945
188,-821.754,203.465,-2.86714
189,-823.74,203.087,-2.87084
190,-825.471,202.669,-2.88273
191,-827.272,201.665,-2.89836
192,-828.908,201.327,-2.91472
193,-831.106,201.01,-2.91616
194,-832.873,200.571,-2.92952
195,-835.114,200.012,-2.93584
196,-837.668,199.181,-2.93219
197,-839.652,198.402,-2.94064
198,-842.01,197.769,-2.94609
199,-844.617,197.385,-2.94815
200,-845.979,196.79,-2.96527
201,-848.032,197.236,-2.99603
202,-849.586,197.46,-3.02564
203,-852.213,197.247,-3.03014
204,-854.435,197.029,-3.03932
205,-857.032,196.706,-3.05495
206,-859.274,196.52,-3.07642
207,-862.001,196.678,-3.09978
208,-864.355,196.66,-3.12526
209,-867.25,196.621,3.13253
210,-870.222,196.847,3.10732
211,-872.406,197.152,3.08511
212,-874.366,197.602,3.07423
213,-877.125,197.863,3.05391
214,-880.192,198.11,3.0345
215,-882.937,198.522,3.02648
216,-885.567,198.967,3.01375
217,-888.648,199.511,3.01098
218,-891.254,200.198,3.00434
219,-894.223,200.714,3.00059
220,-896.921,201.225,2.99864
221,-900.39,201.589,2.99945
222,-903.285,201.819,2.99096
223,-906.166,201.897,2.97861
224,-908.984,202.659,2.99155
225,-911.754,203.256,2.99405
226,-914.242,203.798,3.00837
227,-917.029,203.988,3.0009
228,-920.343,204.535,2.99761
229,-922.695,204.77,2.99726
230,-925.556,205.153,2.99807
231,-929.094,205.931,2.99192
232,-931.993,206.458,2.99417
233,-934.847,207.054,2.99897
234,-937.78,207.426,3.00375
235,-940.366,207.805,3.00376
236,-943.217,208.127,3.01599
237,-945.975,208.649,3.00915
238,-948.062,208.17,3.02871
239,-950.924,208.717,3.02737
240,-952.832,209.106,3.01525
241,-955.554,209.079,3.01739
242,-958.46,209.665,3.01874
243,-961.273,210.639,3.0198
244,-964.345,211.26,3.0165
245,-967.794,211.629,3.00801
246,-970.416,211.701,2.99836
