id,x,y,yaw
0,-39.6915,11.1662,2.43354
1,-42.5006,13.1627,2.43583
2,-42.8671,13.5778,2.4387
3,-43.95,14.6833,2.43303
4,-45.3123,15.9601,2.4321
5,-46.6747,16.9383,2.43181
6,-48.1647,17.9386,2.43199
7,-49.6616,18.9998,2.43205
8,-51.5047,20.7192,2.43479
9,-52.6766,21.7796,2.43892
10,-53.6928,22.6349,2.43726
11,-54.7786,23.4828,2.43974
12,-55.4585,24.1462,2.43668
13,-58.7345,27.1739,2.44181
14,-60.104,28.2509,2.44837
15,-61.0001,28.8573,2.44968
16,-62.8529,30.553,2.45892
17,-64.7339,32.0283,2.45387
18,-65.5016,32.6063,2.45385
19,-66.5025,33.3664,2.45036
20,-69.2411,35.8514,2.45723
21,-70.8501,37.4389,2.45643
22,-71.7984,38.105,2.45592
23,-73.7384,39.8589,2.4613
24,-75.2426,41.0761,2.45669
25,-76.2777,41.9649,2.45475
26,-77.5766,42.677,2.45077
27,-79.517,44.5676,2.45192
28,-81.041,45.8149,2.45249
29,-82.1433,46.7121,2.45051
30,-83.1007,47.6524,2.4509
31,-85.3199,49.5252,2.44635
32,-87.886,50.4956,2.43968
33,-89.2449,51.4275,2.44016
34,-90.8789,52.8163,2.44011
35,-91.8752,54.5642,2.44216
36,-93.8751,55.8088,2.44239
37,-95.0407,56.6166,2.43712
38,-96.1746,57.691,2.43173
39,-97.6476,58.7259,2.42401
40,-98.6222,59.7668,2.41539
41,-99.6605,61.7963,2.42127
42,-101.547,63.9314,2.42871
43,-103.113,65.333,2.43306
44,-104.671,66.6456,2.43254
45,-105.977,67.6706,2.42952
46,-107.038,68.8459,2.43411
47,-108.762,70.31,2.43275
48,-110.798,71.8387,2.43893
49,-111.754,72.8482,2.43899
50,-112.747,73.728,2.43493
51,-114.87,75.3123,2.43202
52,-116.987,76.614,2.43833
53,-117.771,77.4003,2.43003
54,-118.952,78.3641,2.42767
55,-120.486,79.7934,2.43081
56,-121.437,80.6446,2.42322
57,-122.867,82.0168,2.42585
58,-124.093,83.2667,2.42914
59,-125.377,84.4317,2.43033
60,-126.611,85.7836,2.42889
61,-128.126,87.0307,2.42724
62,-130.042,88.0058,2.42911
63,-131.386,89.2,2.42931
64,-132.062,90.018,2.43807
65,-133.913,92.49,2.42429
66,-134.856,93.3836,2.43065
67,-136.026,94.4993,2.42794
68,-137.717,96.2033,2.42611
69,-138.97,97.3068,2.42977
70,-140.705,98.5761,2.42587
71,-141.812,99.4998,2.42329
72,-142.35,99.9068,2.43113
73,-142.972,100.714,2.43279
74,-143.627,101.441,2.44218
75,-141.953,99.8402,2.4291
76,-142.527,100.202,2.43626
77,-142.638,100.429,2.43735
78,-140.062,98.6853,2.45144
79,-140.54,98.8706,2.4345
80,-141.571,99.571,2.43858
81,-142.294,100.225,2.45582
82,-142.553,100.811,2.49344
83,-140.531,98.5823,2.45795
84,-139.771,97.6253,2.45571
85,-140.658,98.358,2.45626
86,-141.359,99.1848,2.45306
87,-141.864,99.8059,2.46199
88,-142.554,100.51,2.45837
89,-142.494,100.37,2.44238
90,-141.79,99.7648,2.46107
91,-142.25,100.047,2.45437
92,-142.494,100.212,2.44986
93,-140.495,99.348,2.46549
94,-140.337,99.2618,2.45935
95,-140.627,99.2433,2.48165
96,-141.899,100.196,2.46487
97,-142.583,100.44,2.45582
98,-142.015,99.9263,2.45149
99,-141.655,99.4057,2.44853
100,-141.655,99.2804,2.4505
101,-141.829,99.4002,2.45078
102,-142.455,99.9648,2.45238
103,-142.476,100.04,2.45742
104,-142.37,99.8185,2.46563
105,-142.413,99.9485,2.45312
106,-142.018,99.3633,2.45561
107,-142.497,99.7555,2.46242
108,-142.585,99.7926,2.45955
109,-141.656,98.6661,2.44401
110,-142.793,99.7161,2.44462
111,-142.629,99.3578,2.43735
112,-142.932,99.7021,2.44641
113,-142.563,99.3902,2.45125
114,-141.912,98.5991,2.44454
115,-142.223,98.9959,2.43195
116,-142.373,98.9354,2.43549
117,-141.674,98.6393,2.43033
118,-141.871,98.62,2.42672
119,-142.202,98.9586,2.44341
120,-142.599,99.5147,2.45558
121,-142.37,99.2782,2.44145
122,-142.64,99.3342,2.43528
123,-143.081,99.9751,2.44373
124,-143.036,99.9267,2.43096
125,-142.358,99.4385,2.43047
126,-143.023,100.402,2.44855
127,-140.796,98.7009,2.43347
128,-140.938,98.748,2.43823
129,-141.448,99.2879,2.43648
130,-141.73,99.617,2.44699
131,-142.684,99.9851,2.45316
132,-142.654,100.001,2.45675
133,-142.181,99.4383,2.46222
134,-142.57,99.5267,2.47054
135,-142.624,99.5525,2.47075
136,-142.138,99.0373,2.46994
137,-142.019,99.1168,2.46955
138,-142.354,99.5099,2.46384
139,-142.654,99.6331,2.4657
140,-143.334,100.037,2.46698
141,-144.242,100.862,2.46812
142,-145.386,102.615,2.45527
143,-146.185,103.463,2.4626
144,-147.806,102.654,2.46907
145,-149.084,103.393,2.46511
146,-150.099,104.851,2.47511
147,-151.516,107.167,2.44526
148,-155.74,112.797,2.45172
