id,x,y,yaw
0,-41.3411,10.6878,2.43232
1,-42.2023,11.4014,2.43193
2,-43.7787,12.7368,2.43783
3,-45.3001,14.0023,2.4354
4,-46.74,15.0716,2.4348
5,-48.1182,16.3421,2.43406
6,-49.2884,17.5801,2.43231
7,-50.4866,18.7136,2.42977
8,-51.9262,19.9119,2.43509
9,-53.32,21.1048,2.43621
10,-54.6677,22.3341,2.4392
11,-56.0904,23.63,2.43725
12,-57.5733,24.9913,2.43844
13,-58.9865,26.22,2.43927
14,-60.3502,27.4283,2.44149
15,-62.0169,28.8137,2.45532
16,-63.3737,29.9783,2.45179
17,-65.0949,31.2828,2.453
18,-66.641,32.7084,2.45479
19,-68.2559,34.1754,2.45845
20,-69.3543,35.0557,2.44964
21,-70.9204,36.4729,2.45393
22,-72.3934,37.6127,2.45315
23,-73.9478,38.9219,2.45459
24,-75.3888,40.1021,2.45275
25,-76.7831,41.3301,2.45137
26,-78.1605,42.4846,2.44835
27,-79.7002,43.7822,2.44583
28,-81.3334,45.1512,2.44511
29,-82.8892,46.4383,2.44601
30,-84.3255,47.6954,2.44669
31,-85.8517,49.0371,2.4438
32,-87.5528,50.3883,2.43742
33,-88.9715,51.6095,2.43766
34,-90.5298,52.9314,2.43809
35,-92.0535,54.3269,2.43725
36,-93.5933,55.7096,2.43781
37,-95.0441,56.9569,2.43608
38,-96.4274,58.1187,2.43121
39,-97.8845,59.3901,2.43202
40,-99.3392,60.6806,2.42677
41,-100.783,61.9798,2.42651
42,-102.157,63.3086,2.42917
43,-103.666,64.6562,2.42834
44,-105.101,65.9256,2.42867
45,-106.456,67.0822,2.42965
46,-107.857,68.4019,2.43025
47,-109.313,69.7194,2.43103
48,-110.815,71.0059,2.4337
49,-112.288,72.2995,2.4351
50,-113.719,73.472,2.43396
51,-115.208,74.6747,2.43513
52,-116.557,75.7879,2.43215
53,-117.88,77.0263,2.42991
54,-119.226,78.2173,2.42936
55,-120.589,79.5416,2.42972
56,-121.937,80.6924,2.42655
57,-123.277,81.9363,2.42818
58,-124.703,83.2066,2.4292
59,-125.998,84.3935,2.42889
60,-127.319,85.5919,2.4297
61,-128.78,86.8966,2.42897
62,-130.193,88.1261,2.42656
63,-131.551,89.3346,2.42628
64,-132.987,90.5923,2.42472
65,-134.367,91.9508,2.4261
66,-135.688,93.169,2.42907
67,-137.036,94.3616,2.42798
68,-138.421,95.7004,2.427
69,-139.82,96.9504,2.42531
70,-141.313,98.3033,2.42785
71,-142.724,99.6679,2.43196
72,-144.032,100.885,2.43079
73,-145.424,102.111,2.42735
74,-146.652,103.198,2.42753
75,-148.077,104.487,2.42552
76,-149.503,105.751,2.42884
77,-150.787,106.909,2.42984
78,-152.146,108.124,2.43103
79,-153.594,109.378,2.43117
80,-154.938,110.524,2.4343
81,-156.29,111.736,2.43697
82,-157.698,113.063,2.43997
83,-159.124,114.392,2.43954
84,-160.509,115.678,2.44181
85,-162.009,116.977,2.44275
86,-163.495,118.304,2.43792
87,-164.938,119.557,2.43831
88,-166.341,120.777,2.43782
89,-167.713,121.947,2.43613
90,-169.046,123.202,2.43725
91,-170.398,124.373,2.43818
92,-171.873,125.749,2.43493
93,-173.363,127.08,2.43484
94,-174.743,128.339,2.43738
95,-176.217,129.614,2.44101
96,-177.682,130.953,2.4415
97,-179.044,132.189,2.43815
98,-180.487,133.472,2.44106
99,-181.868,134.714,2.43497
100,-183.259,135.936,2.43555
101,-184.677,137.189,2.43818
102,-186.114,138.443,2.43736
103,-187.534,139.712,2.44014
104,-188.904,140.904,2.43896
105,-190.108,141.937,2.43698
106,-191.324,143.013,2.43828
107,-192.699,144.238,2.43791
108,-194.179,145.466,2.44123
109,-195.639,146.753,2.43678
110,-197.013,147.936,2.43764
111,-198.432,149.167,2.43394
112,-199.623,150.275,2.43137
113,-200.933,151.347,2.42919
114,-202.165,152.423,2.42773
